BSE Code,Company Name
526666,Bhartiya International Ltd
526668,Kamat Hotels (India) Ltd
526675,Tirth Plastic Ltd
526677,DSJ keep Learning Ltd
526687,Polo Hotels Ltd
526703,Ecoplast Ltd
526705,Elegant Marbles & Grani Industries Ltd
526709,Bits Ltd
526711,Adarsh Plant Protect Ltd
526717,HCP Plastene Bulkpack Ltd
526721,Nicco Parks & Resorts Ltd
526723,NTC Industries Ltd
526725,Sandesh Ltd
526727,Garnet Construction Ltd
526729,Goldiam International Ltd
526731,Bright Brothers Ltd
526739,Narmada Gelatines Ltd
526747,PG Foils Ltd
526751,Gratex Industries Ltd
526755,Velan Hotels Ltd
526761,Howard Hotels Ltd
526773,Pressure Sensitive Systems India Ltd
526775,Valiant Communications Ltd
526783,Dr Agarwals Eye Hospital Ltd
526795,Mahasagar Travels Ltd
526797,Greenply Industries Ltd
526807,Seamec Ltd
526813,Raghunath International Ltd
526817,Cheviot Company Ltd
526821,Dai-Ichi Karkaria Ltd
526827,Spice Islands Industries Ltd
526829,Confidence Petroleum India Ltd
526839,Shelter Infra Projects Ltd
526841,Shakti Press Ltd
526847,Ashirwad Steels & Industries Ltd
526849,Banaras Beads Ltd
526851,Arex Industries Ltd
526853,Bilcare Ltd
526859,ISF Ltd
526861,Rishi Laser Ltd
526865,Jainco Projects India Ltd
526869,Kumbhat Financial Services Ltd
526871,Intec Capital Ltd
526873,Rajasthan Gases Ltd
526877,Siddheswari Garments Ltd
526881,63 Moons Technologies Ltd
526883,Shikhar Consultants Ltd
526885,Sarla Performance Fibers Ltd
526891,Market Creators Ltd
526899,Himalaya Food International Ltd
526901,Sonal Adhesives Ltd
526905,Padmanabh Industries Ltd
526921,Twentyfirst Century Management Services Ltd
526931,Hariyana Ship Breakers Ltd
526935,Arunis Abode Ltd
526945,Tyroon Tea Company Ltd
526947,La Opala RG Ltd
526951,Stylam Industries Ltd
526953,Venus Remedies Ltd
526959,Woodsvilla Ltd
526961,Last Mile Enterprises Ltd
526965,Gujarat Craft Industries Ltd
526967,Heera Ispat Ltd
526971,Dhoot Industrial Finance Ltd
526977,Crimson Metal Engineering Company Ltd
526981,Shri Bajrang Alliance Ltd
526987,Urja Global Ltd
527001,Ashapura Minechem Ltd
527005,Shree Pacetronix Ltd
530001,Gujarat Alkalies and Chemicals Ltd
530005,India Cements Ltd
530007,JK Tyre & Industries Ltd
530011,Mangalore Chemicals & Fertilizers Ltd
530017,Standard Industries Ltd
530019,Jubilant Pharmova Ltd
530023,The Investment Trust Of India Ltd
530025,Samyak International Ltd
530027,Aadi Industries Ltd
530037,Sparkle Gold Rock Ltd
530043,Acknit Industries Ltd
530045,Titan Securities Ltd
530053,Real Eco-Energy Ltd
530055,Harmony Capital Service Ltd
530057,Vivanza Biosciences Ltd
530063,Yashraj Containeurs Ltd
530065,Lords Ishwar Hotels Ltd
530067,CSL Finance Ltd
530073,Sanghvi Movers Ltd
530075,Selan Exploration Technology Ltd
530077,Puretrop Fruits  Ltd
530079,Faze Three Ltd
530093,ACE Edutrend Ltd
530095,Pradhin Ltd
530109,Anupam Finserv Ltd
530111,Raj Packaging Industries Ltd
530117,Privi Speciality Chemicals Ltd
530119,Natraj Proteins Ltd
530125,Samrat Pharmachem Ltd
530127,NPR Finance Ltd
530129,Nile Ltd
530131,Udaipur Cement Works Ltd
530133,Amco India Ltd
530135,Optiemus Infracom Ltd
530139,Kreon Finnancial Services Ltd
530141,Gyan Developers & Builders Ltd
530145,Kisan Mouldings Ltd
530161,Garodia Chemicals Ltd
530163,Kerala Ayurveda Ltd
530167,Moongipa Capital Finance Ltd
530169,Mohit Paper Mills Ltd
530171,Daulat Securities Ltd
530173,Oscar Global Ltd
530175,Odyssey Technologies Ltd
530177,VK Global Industries Ltd
530179,RSC International Ltd
530185,Surat Trade and Mercantile Ltd
530187,Atharv Enterprises Ltd
530197,Fundviser Capital (India) Ltd
530199,Themis Medicare Ltd
530201,Kallam Textiles Ltd
530207,Brawn Biotech Ltd
530213,Fortune International Ltd
530215,Kings Infra Ventures Ltd
530217,Swojas Foods Ltd
530219,Nutricircle Ltd
530231,Subhash Silk Mills Ltd
530233,Auro Laboratories Ltd
530235,KJMC Financial Services Ltd
530239,Suven Life Sciences Ltd
530245,Aryaman Financial Services Ltd
530249,Bridge Securities Ltd
530251,Risa International Ltd
530253,Rajasthan Tube Manufacturing Company Ltd
530255,Kay Power and Paper Ltd
530259,Inter State Oil Carrier Ltd
530263,Global Capital Markets Ltd
530265,Sainik Finance & Industries Ltd
530267,Arigato Universe Ltd
530271,Rich Universe Network Ltd
530281,Quantum Digital Vision India Ltd
530289,SP Capital Financing Ltd
530291,Paos Industries Ltd
530295,Shree Rajiv Lochan Oil Extraction Ltd
530299,Kothari Products Ltd
530305,Piccadily Agro Industries Ltd
530307,Chaman Lal Setia Exports Ltd
530309,Chandra Prabhu International Ltd
530313,Kimia Biosciences Ltd
530315,Hindustan Tin Works Ltd
530317,Godavari Drugs Ltd
530331,Premco Global Ltd
530341,Mukesh Babu Financial Services Ltd
530343,Genus Power Infrastructures Ltd
530355,Asian Energy Services Ltd
530357,KBS India Ltd
530361,Prabhhans Industries Ltd
530363,Ugar Sugar Works Ltd
530365,Orient Bell Ltd
530367,NRB Bearings Ltd
530369,Vamshi Rubber Ltd
530377,Nila Infrastructures Ltd
530393,DB International Stock Brokers Ltd
530401,Vinyoflex Ltd
530405,Jindal Capital Ltd
530407,EPIC Energy Ltd
530419,Sumedha Fiscal Services Ltd
530421,Kuwer Industries Ltd
530427,Choksi Asia Ltd
530429,Ashish Polyplast Ltd
530433,Shiva Global Agro Industries Ltd
530439,Siddha Ventures Ltd
530443,Kiran Syntex Ltd
530445,Sumeru Industries Ltd
530449,Rungta Irrigation Ltd
530457,GTT Data Solutions Ltd
530459,Valson Industries Ltd
530461,Saboo Sodium Chloro Ltd
530469,GSL Securities Ltd
530475,Tinna Rubber and Infrastructure Ltd
530477,Vikram Thermo India Ltd
530495,Stratmont Industries Ltd
530499,AK Capital Services Ltd
530517,Relaxo Footwears Ltd
530521,Virat Industries Ltd
530525,Rajnish Retail Ltd
530533,Terai Tea Company Ltd
530545,Cosco India Ltd
530547,Ken Financial Services Ltd
530549,Shilpa Medicare Ltd
530555,Paramount Communications Ltd
530557,NCL Research & Financial Services Ltd
530565,Popees Cares Ltd
530571,Explicit Finance Ltd
530577,Ladderup Finance Ltd
530579,U. Y. Fincorp Ltd
530581,Ekam Leasing & Finance Company Ltd
530585,Swastika Investmart Ltd
530589,Prima Plastics Ltd
530595,TeleCanor Global Ltd
530601,Jagsonpal Finance & Leasing Ltd
530615,Garg Furnace Ltd
530617,Sampre Nutritions Ltd
530621,Akar Auto Industries Ltd
530627,Vipul Organics Ltd
530643,Eco Recycling Ltd
530655,Goodluck India Ltd
530663,Goyal Associates Ltd
530665,Zenith Healthcare Ltd
530669,Ace Engitech Ltd
530675,York Exports Ltd
530677,Supreme Holdings & Hospitality (India) Ltd
530689,Lykis Ltd
530695,Prime Property Development Corporation Ltd
530697,Zenlabs Ethica Ltd
530699,Raj Rayon Industries Ltd
530705,Anirit Ventures Ltd
530709,Gowra Leasing & Finance Ltd
530711,Jagan Lamps Ltd
530723,Asit C Mehta Financial Services Ltd
530733,Encode Packaging India Ltd
530735,Super Bakers India Ltd
530741,Ovobel Foods Ltd
530745,ACS Technologies Ltd
530747,Challani Capital Ltd
530755,Coral Newsprints Ltd
530759,Sterling Tools Ltd
530765,Agarwal Fortune India Ltd
530779,Dynamic Portfolio Management & Services Ltd
530787,Inland Printers Ltd
530789,Ceejay Finance Ltd
530795,Suncity Synthetics Ltd
530797,Shree Ganesh Elastoplast Ltd
530799,Anna Infrastructures Ltd
530803,Bhageria Industries Ltd
530805,Onesource Industries And Ventures Ltd
530809,BNR Udyog Ltd
530813,KRBL Ltd
530821,SSPDL Ltd
530825,Daikaffil Chemicals India Ltd
530829,Cil Securities Ltd
530839,Clio Infotech Ltd
530843,Cupid Ltd
530845,Sunshield Chemicals Ltd
530853,Hipolin Ltd
530855,GDL Leasing & Finance Ltd
530871,Chembond Material Technologies Ltd
530879,Capital India Finance Ltd
530881,Arunjyoti Bio Ventures Ltd
530883,Super Crop Safe Ltd
530897,NG Industries Ltd
530899,Asia Pack Ltd
530907,SI Capital & Financial Services Ltd
530909,ERP Soft Systems Ltd
530917,RR Securities Ltd
530919,Remsons Industries Ltd
530921,Integrated Thermoplastics Ltd
530925,Ramsons Projects Ltd
530927,Haryana Financial Corporation Ltd
530929,Euro Asia Exports Ltd
530931,Stanpacks India Ltd
530943,Sri Adhikari Brothers Television Network Ltd
530951,Raminfo Ltd
530953,Sunil Agro Foods Ltd
530959,Diana Tea Company Ltd
530961,Vikas EcoTech Ltd
530965,Indian Oil Corporation Ltd
530973,Alfa Ica India Ltd
530977,Shri Keshav Cements And Infra Ltd
530979,India Home Loan Ltd
530991,Roopa Industries Ltd
530997,Unique Organics Ltd
530999,Balaji Amines Ltd
531003,Swarna Securities Ltd
531015,Venmax Drugs and Pharmaceuticals Ltd
531017,Arihants Securities Ltd
531025,Visagar Financial Services Ltd
531027,Libord Securities Ltd
531035,Eraaya Lifespaces Ltd
531041,Competent Automobiles Company Ltd
531043,Dhanvantri Jeevan Rekha Ltd
531049,Neelkanth Rockminerals Ltd
531051,Vintage Securities Ltd
531065,Oswal Overseas Ltd
531067,Contil India Ltd
531069,Vijay Solvex Ltd
531080,Shri Krishna Devcon Ltd
531082,Alankit Ltd
531083,Nihar Info Global Ltd
531091,United Credit Ltd
531092,OM Infra Ltd
531099,Checkpoint Trends Ltd
531109,Ishan Dyes and Chemicals Ltd
531111,Gothi Plascon India Ltd
531112,Balu Forge Industries Ltd
531119,Ceenik Exports India Ltd
531120,Patel Engineering Ltd
531126,Kati Patang Lifestyle Ltd
531127,Mena Mani Industries Ltd
531129,Inani Marbles & Industries Ltd
531137,Gemstone Investments Ltd
531144,El Forge Ltd
531146,Medicamen Biotech Ltd
531147,Alicon Castalloy Ltd
531153,Diligent Industries Ltd
531155,Epsom Properties Ltd
531156,Alfavision Overseas India Ltd
531157,Organic Coatings Ltd
531158,Catvision Ltd
531161,ABM Knowledgeware Ltd
531162,Emami Ltd
531163,Kemistar Corporation Ltd
531168,Associated Ceramics Ltd
531169,SKP Securities Ltd
531173,Syschem India Ltd
531176,Mefcom Capital Markets Ltd
531178,Hemang Resources Ltd
531179,Arman Financial Services Ltd
531190,Tavernier Resources Ltd
531191,Filtron Engineers Ltd
531199,Glance Finance Ltd
531201,Shilchar Technologies Ltd
531203,Tradewell Holdings Ltd
531205,Spright Agro Ltd
531209,Nucleus Software Exports Ltd
531210,Colinz Laboratories Ltd
531212,Nalin Lease Finance Ltd
531213,Manappuram Finance Ltd
531215,RTS Power Corporation Ltd
531216,Comfort Intech Ltd
531219,Shyama Computronics and Services Ltd
531221,Mayur Floorings Ltd
531223,Anjani Synthetics Ltd
531225,Xtglobal Infotech Ltd
531227,Deco Mica Ltd
531228,Rander Corporation Ltd
531233,Rasi Electrodes Ltd
531234,Scoobee Day Garments (India) Ltd
531235,Citi Port Financial Services Ltd
531237,Dhruva Capital Services Ltd
531241,Linc Ltd
531246,Prima Industries Ltd
531253,India Gelatine & Chemicals Ltd
531254,Optimus Finance Ltd
531255,Paragon Finance Ltd
531257,Pratiksha Chemicals Ltd
531259,Esha Media Research Ltd
531260,Refex Renewables & Infrastructure Ltd
531262,Equilateral Enterprises Ltd
531266,VST Tillers Tractors Ltd
531268,B2B Software Technologies Ltd
531273,Radhe Developers India Ltd
531278,Elixir Capital Ltd
531279,Trishakti Industries Ltd
531280,Pankaj Polymers Ltd
531281,Marble City India Ltd
531283,Cindrella Financial Services Ltd
531286,Adhata Global Ltd
531287,National Plastic Technologies Ltd
531288,Lead Financial Services Ltd
531289,National Fittings Ltd
531297,Artefact Projects Ltd
531300,Amit International Ltd
531301,High Street Filatex Ltd
531304,Nutech Global Ltd
531306,DHP India Ltd
531307,RRIL Ltd
531310,Available Finance Ltd
531314,Integra Capital  Ltd
531319,Maruti Securities Ltd
531322,Sri Havisha Hospitality And Infrastructure Ltd
531323,Jayatma Industries Ltd
531324,Roselabs Finance Ltd
531327,Charms Industries Ltd
531328,Kretto Syscon Ltd
531334,Vikalp Securities Ltd
531335,Zydus Wellness Ltd
531337,WinPro Industries Ltd
531338,Milestone Global Ltd
531340,Bervin Investment & Leasing Ltd
531341,Gujarat Investa Ltd
531344,Container Corporation of India Ltd
531346,Eastern Treads Ltd
531349,Panacea Biotec Ltd
531352,Peeti Securities Ltd
531357,Mercury Ev-Tech Ltd
531358,Choice International Ltd
531359,Shriram Asset Management Company Ltd
531360,Golechha Global Finance Ltd
531364,Ekansh Concepts Ltd
531370,Sparc Electrex Ltd
531373,The Byke Hospitality Ltd
531380,Centenial Surgical Suture Ltd
531381,Arihant Foundations & Housing Ltd
531387,Hasti Finance Ltd
531390,Upsurge Investment & Finance Ltd
531395,Padam Cotton Yarns Ltd
531396,Women Networks Ltd
531397,Polycon International Ltd
531398,Source Natural Foods and Herbal Supplements Ltd
531399,GG Automotive Gears Ltd
531400,Almondz Global Securities Ltd
531402,LWS Knitwear Ltd
531406,ANS Industries Ltd
531411,Tuni Textile Mills Ltd
531412,Radix Industries (India) Ltd
531416,Narendra Properties Ltd
531417,Mega Corporation Ltd
531426,Tamil Nadu Newsprint & Papers Ltd
531431,Shakti Pumps India Ltd
531432,Systematix Securities Ltd
531433,Sungold Capital Ltd
531436,Saffron Industries Ltd
531437,Prakash Woollen & Synthetic Mills Ltd
531439,Aion-Tech Solutions Ltd
531441,Lyons Corporate Market Ltd
531444,Vardhman Concrete Ltd
531449,GRM Overseas Ltd
531453,Mohit Industries Ltd
531454,Polylink Polymers India Ltd
531456,Minaxi Textiles Ltd
531458,Boston Bio Systems Ltd
531460,Continental Controls Ltd
531465,Nouveau Global Ventures Ltd
531471,Duke Offshore Ltd
531472,Cybele Industries Ltd
531486,Filmcity Media Ltd
531489,CG Vak Software & Exports Ltd
531494,Navkar Urbanstructure Ltd
531495,Blue Coast Hotels Ltd
531497,Madhucon Projects Ltd
531499,Sybly Industries Ltd
531500,Rajesh Exports Ltd
531502,Esaar India Ltd
531503,Maris Spinners Ltd
531505,Indergiri Finance Ltd
531506,Shukra Bullions Ltd
531508,Eveready Industries India Ltd
531509,Step Two Corporation Ltd
531512,Orient Tradelink Ltd
531518,Vikas Proppant & Granite Ltd
531521,Desh Rakshak Aushdhalaya Ltd
531525,ACE Software Exports Ltd
531529,Softrak Venture Investment Ltd
531531,Hatsun Agro Product Ltd
531533,Accedere Ltd
531537,Jyothi Infraventures Ltd
531539,Rishabh Digha Steel & Allied Products Ltd
531540,Maruti Infrastructure Ltd
531541,Kobo Biotech Ltd
531543,Jindal Worldwide Ltd
531548,Somany Ceramics Ltd
531550,Jhaveri Credits & Capital Ltd
531552,Raghunath Tobacco Company Ltd
531553,Disha Resources Ltd
531556,Coral India Finance & Housing Ltd
531557,Amit Securities Ltd
531562,Pushpsons Industries Ltd
531568,Ashutosh Paper Mills Ltd
531569,Sanjivani Paranteral Ltd
531578,KMF Builders & Developers Ltd
531582,Beryl Securities Ltd
531583,Rap Corp Ltd
531585,Devine Impex Ltd
531591,Bampsl Securities Ltd
531592,Genpharmasec Ltd
531594,Incon Engineers Ltd
531595,Capri Global Capital Ltd
531597,Midland Polymers Ltd
531599,FDC Ltd
531600,Gogia Capital Growth Ltd
531608,Gorani Industries Ltd
531609,KG Petrochem Ltd
531610,UFM Industries Ltd
531613,Meyer Apparel Ltd
531616,Starcom Information Technology Ltd
531624,Country Condos Ltd
531626,Orosil Smiths India Ltd
531628,Tejassvi Aaharam Ltd
531633,Lincoln Pharmaceuticals Ltd
531635,Silver Oak India Ltd
531637,Praveg Ltd
531638,Suraj Ltd
531640,Suvidha Infraestate Corporation Ltd
531642,Marico Ltd
531644,Tokyo Finance Ltd
531651,National General Industries Ltd
531652,UVS Hospitality And Services Ltd
531658,Abate As Industries Ltd
531661,Hittco Tools Ltd
531663,Yuvraaj Hygiene Products Ltd
531667,RR MetalMakers India Ltd
531668,Vision Corporation Ltd
531671,Bisil Plast Ltd
531672,Inani Securities Ltd
531673,Anka India Ltd
531677,Aris International Ltd
531680,Mayur Leather Products Ltd
531681,Amerise Biosciences Ltd
531688,Prithvi Exchange (India) Ltd
531692,Khyati Multimedia Entertainment Ltd
531694,Rainbow Foundations Ltd
531696,VSD Confin Ltd
531716,Tricom Fruit Products Ltd
531717,Vidhi Specialty Food Ingredients Ltd
531719,Bhagiradha Chemicals & Industries Ltd
531723,GACM Technologies Ltd
531726,Panchsheel Organics Ltd
531727,Menon Pistons Ltd
531735,Prism Finance Ltd
531737,Greencrest Financial Services Ltd
531739,Gennex Laboratories Ltd
531743,Hira Automobiles Ltd
531744,Gini Silk Mills Ltd
531746,Prajay Engineers Syndicate Ltd
531752,Biogen Pharmachem Industries Ltd
531758,GK Consultants Ltd
531761,Apollo Pipes Ltd
531762,Unjha Formulations Ltd
531768,Poly Medicure Ltd
531771,Shraddha Prime Projects Ltd
531778,Kachchh Minerals Ltd
531779,Padmanabh Alloys & Polymers Ltd
531780,Kaiser Corporation Ltd
531784,KCL Infra Projects Ltd
531795,Atul Auto Ltd
531797,Scan Projects Ltd
531802,Prerna Infrabuild Ltd
531810,Metal Coatings India Ltd
531812,SGN Telecoms Ltd
531813,Ganga Papers India Ltd
531814,Tirupati Sarjan Ltd
531821,Munoth Financial Services Ltd
531822,Rodium Realty Ltd
531832,Nagarjuna Agri Tech Ltd
531834,Natura Hue Chem Ltd
531840,IEC Education Ltd
531841,Indus Finance Ltd
531842,Lahoti Overseas Ltd
531845,Zenith Steel Pipes & Industries Ltd
531846,Trinity League India Ltd
531847,Asian Star Company Ltd
531859,Oriental Rail Infrastructure Ltd
531861,Joindre Capital Services Ltd
531862,Bharat Agri Fert & Realty Ltd
531867,Unitech International Ltd
531869,Sacheta Metals Ltd
531870,Popular Estate Management Ltd
531878,Anjani Finance Ltd
531885,SVA India Ltd
531888,Rexnord Electronics & Controls Ltd
531889,Integrated Industries Ltd
531892,Khandwala Securities Ltd
531893,Sawaca Enterprises Ltd
531900,CCL International Ltd
531902,Gallops Enterprise Ltd
531909,Croissance Ltd
531910,Madhuveer Com 18 Network Ltd
531911,Galaxy Agrico Exports Ltd
531913,Gopal Iron & Steels Company Gujarat Ltd
531918,Hindustan Appliances Ltd
531921,Agarwal Industrial Corporation Ltd
531923,Dhampure Specialty Sugars Ltd
531925,Shantanu Sheorey Aquakult Ltd
531928,Golden Carpets Ltd
531929,Innocorp Ltd
531930,Sarthak Industries Ltd
531931,Sai Capital Ltd
531944,Lexoraa Industries Ltd
531946,Chadha Papers Ltd
531950,Vertex Securities Ltd
531952,Riba Textiles Ltd
531959,Newtime Infrastructure Ltd
531960,Kashyap Tele-Medicines Ltd
531962,Shree Metalloys Ltd
531968,IITL Projects Ltd
531971,Hari Govind International Ltd
531977,Chartered Logistics Ltd
531978,Ambika Cotton Mills Ltd
531979,Hind Aluminium Industries Ltd
531980,Senthil Infotek Ltd
531982,Spectrum Foods Ltd
531989,Deccan Polypacks Ltd
531991,Amraworld Agrico Ltd
531994,Auto Pins (India) Ltd
531996,Odyssey Corporation Ltd
531997,Vuenow Infratech Ltd
532001,Inducto Steel Ltd
532005,Sam Industries Ltd
532007,Shree Vatsaa Finance & leasing Ltd
532011,Vashu Bhagnani Industries Ltd
532015,Gravity India Ltd
532016,Espire Hospitality Limited
532019,LCC Infotech Ltd
532022,Filatex Fashions Ltd
532024,Aarcon Facilities Ltd
532029,Sindhu Trade Links Ltd
532039,Zenotech Laboratories Ltd
532041,Hindustan Bio Sciences Ltd
532042,Frontline Corporation Ltd
532051,Swelect Energy Systems Ltd
532053,Wallfort Financial Services Ltd
532054,KDDL Ltd
532056,Trustedge Capital Ltd
532057,Abhinav Capital Services Ltd
532067,3B BlackBio Dx Ltd
532070,Sumuka Agro Industries Ltd
532083,Shri Kalyan Holdings Ltd
532090,Atvo Enterprises Ltd
532092,Epuja Spiritech Ltd
532100,Indo City Infotech Ltd
532102,SBEC Sugar Ltd
532113,Brijlaxmi Leasing & Finance Ltd
532123,BSEL Algo Ltd
532124,Reliable Ventures India Ltd
532131,Triumph International Finance India Ltd
532134,Bank of Baroda
532138,SMC Credits Ltd
532140,Mohite Industries Ltd
532141,Andhra Cements Ltd
532143,SKM Egg Products Export (India) Ltd
532144,Welspun Corp Ltd
532145,H S India Ltd
532149,Bank of India
532150,Indraprastha Medical Corporation Ltd
532154,Johnson Pharmacare Ltd
532155,Gail (India) Ltd
532156,Vaibhav Global Ltd
532159,Trescon Ltd
532160,Gujarat State Financial Corporation
532162,JK Paper Ltd
532163,Saregama India Ltd
532164,Minolta Finance Ltd
532167,Omkar Pharmachem Ltd
532172,Adroit Infotech Ltd
532173,CyberTech Systems and Software Ltd
532174,ICICI Bank Ltd
532175,Cyient Ltd
532178,Engineers India Ltd
532180,Dhanlaxmi Bank Ltd
532181,Gujarat Mineral Development Corporation Ltd
532183,Gayatri Sugars Ltd
532187,Indusind Bank Ltd
532189,India Tourism Development Corporation Ltd
532209,Jammu & Kashmir Bank Ltd
532210,City Union Bank Ltd
532212,Archies Ltd
532215,AXIS Bank Ltd
532216,HB Stockholdings Ltd
532217,Siel Financial Services Ltd
532218,South Indian Bank Ltd
532219,Energy Development Company Ltd
532221,Sonata Software Ltd
532230,Bengal Tea & Fabrics Ltd
532234,National Aluminium Company Ltd
532240,India Nippon Electricals Ltd
532256,Nalwa Sons Investments Ltd
532259,Apar Industries Ltd
532262,TCI Industries Ltd
532268,Accelya Solutions India Ltd
532271,Orchasp Ltd
532275,Landmarc Leisure Corporation Ltd
532281,HCL Technologies Ltd
532284,TCFC Finance Ltd
532285,Geojit Financial Services Ltd
532286,Jindal Steel & Power Ltd
532290,BLB Ltd
532296,Glenmark Pharmaceuticals Ltd
532300,Wockhardt Ltd
532303,Integrated Hitech Ltd
532304,KJMC Corporate Advisors (India) Ltd
532305,Ind-Swift Laboratories Ltd
532309,GE Power India Ltd
532310,Shree Rama Multi-Tech Ltd
532313,Mahindra Lifespace Developers Ltd
532315,Groarc Industries India Ltd
532320,Vaarad Ventures Ltd
532321,Zydus Lifesciences Ltd
532323,Shiva Cement Ltd
532324,Cinevista Ltd
532326,Intense Technologies Ltd
532329,Danlaw Technologies India Ltd
532331,Ajanta Pharma Ltd
532332,Cura Technologies Ltd
532333,HB Portfolio Ltd
532334,HB Estate Developers Ltd
532335,Ambica Agarbathies & Aroma Industries Ltd
532339,Compucom Software Ltd
532340,Omni AXs Software Ltd
532341,IZMO Ltd
532343,TVS Motor Company Ltd
532344,Softsol India Ltd
532345,Allcargo Gati Ltd
532348,Subex Ltd
532349,Transport Corporation of India Ltd
532350,Padmalaya Telefilms Ltd
532351,Aksh Optifibre Ltd
532354,Virgo Global Ltd
532355,Picturehouse Media Ltd
532356,Triveni Engineering & Industries Ltd
532357,Mukta Arts Ltd
532359,Hit Kit Global Solutions Ltd
532362,Nagpur Power & Industries Ltd
532365,Dynacons Systems & Solutions Ltd
532366,PNB Gilts Ltd
532368,Brightcom Group Ltd
532369,Ramco Industries Ltd
532370,Ramco Systems Ltd
532371,Tata Teleservices (Maharashtra) Ltd
532372,Virinchi Ltd
532373,WEP Solutions Ltd
532374,Sterlite Technologies Ltd
532375,Tips Music Ltd
532376,Umiya Buildcon Ltd
532378,Universal Arts Ltd
532379,First Fintec Ltd
532380,Baba Arts Ltd
532382,Balaji Telefilms Ltd
532384,Tyche Industries Ltd
532386,California Software Company Ltd
532387,Pritish Nandy Communications Ltd
532388,Indian Overseas Bank
532390,Taj Gvk Hotels & Resorts Ltd
532392,Creative Eye Ltd
532395,Axiscades Technologies Ltd
532397,Konndor Industries Ltd
532398,Usha Martin Education & Solutions Ltd
532400,Birlasoft Ltd
532402,USG Tech Solutions Ltd
532404,Saven Technologies Ltd
532406,Avantel Ltd
532407,Moschip Technologies Ltd
532408,Megasoft Ltd
532410,Transcorp International Ltd
532413,Cerebra Integrated Technologies Ltd
532416,Next Mediaworks Ltd
532419,Smartlink Holdings Ltd
532424,Godrej Consumer Products Ltd
532425,Genus Prime Infra Ltd
532430,BF Utilities Ltd
532432,United Spirits Ltd
532435,Sanmit Infra Ltd
532439,Olectra Greentech Ltd
532440,MPS Ltd
532443,Cera Sanitaryware Ltd
532444,T Spiritual World Ltd
532454,Bharti Airtel Ltd
532455,Shalimar Wires Industries Ltd
532456,Compuage Infocom Ltd
532457,Gulshan Polyols Ltd
532460,Ponni Sugars (Erode) Ltd
532461,Punjab National Bank
532466,Oracle Financial Services Software Ltd
532467,Hazoor Multi Projects Ltd
532468,Kama Holdings Ltd
532475,Aptech Ltd
532477,Union Bank of India
532478,United Breweries Ltd
532481,Noida Toll Bridge Company Ltd
532482,Granules India Ltd
532483,Canara Bank
532485,Balmer Lawrie Investments Ltd
532486,Pokarna Ltd
532488,Divis Laboratories Ltd
532493,Astra Microwave Products Ltd
532497,Radico Khaitan Ltd
532500,Maruti Suzuki India Ltd
532503,Rajapalayam Mills Ltd
532504,Navin Fluorine International Ltd
532505,UCO Bank
532507,B.A.G. Films and Media Ltd
532508,Jindal Stainless Ltd
532509,Suprajit Engineering Ltd
532513,TVS Electronics Ltd
532514,Indraprastha Gas Ltd
532515,TV Today Network Ltd
532521,Palred Technologies Ltd
532522,Petronet LNG Ltd
532523,Biocon Ltd
532524,PTC India Ltd
532525,Bank of Maharashtra
532527,Ramkrishna Forgings Ltd
532528,Datamatics Global Services Ltd
532529,New Delhi Television Ltd
532531,Strides Pharma Science Ltd
532538,UltraTech Cement Ltd
532539,UNO Minda Ltd
532540,Tata Consultancy Services Ltd
532541,Coforge Ltd
532543,GP Petroleums Ltd
532548,Century Plyboards (India) Ltd
532553,Welspun Enterprises Ltd
532555,NTPC Ltd
532604,S.A.L. Steel Ltd
532605,JBM Auto Ltd
532610,Dwarikesh Sugar Industries Ltd
532612,Indoco Remedies Ltd
532613,VIP Clothing Ltd
532614,Impex Ferro Tech Ltd
532616,Xchanging Solutions Ltd
532624,Jindal Photo Ltd
532626,Pondy Oxides & Chemicals Ltd
532627,Jaiprakash Power Ventures Ltd
532628,3i Infotech Ltd
532630,Gokaldas Exports Ltd
532633,Alldigi Tech Ltd
532636,IIFL Finance Ltd
532637,Mangalam Drugs & Organics Ltd
532638,Shoppers Stop Ltd
532640,Cyber Media India Ltd
532641,Nandan Denim Ltd
532642,JSW Holdings Ltd
532644,JK Cement Ltd
532645,Beeyu Overseas Ltd
532648,Yes Bank Ltd
532649,Nectar Lifesciences Ltd
532650,MSP Steel & Power Ltd
532651,SPL Industries Ltd
532652,Karnataka Bank Ltd
532654,Mcleod Russel India Ltd
532656,Facor Alloys Ltd
532661,Rane (Madras) Ltd
532662,HT Media Ltd
532663,Sasken Technologies Ltd
532666,FCS Software Solutions Ltd
532667,Suzlon Energy Ltd
532668,Aurionpro Solutions Ltd
532670,Shree Renuka Sugars Ltd
532673,K M Sugar Mills Ltd
532674,Bannari Amman Spinning Mills Ltd
532676,PBA Infrastructure Ltd
532683,AIA Engineering Ltd
532684,Everest Kanto Cylinder Ltd
532686,Kernex Microsystems India Ltd
532687,Repro India Ltd
532689,PVR Inox Ltd
532694,Bartronics India Ltd
532695,Celebrity Fashions Ltd
532698,Nitin Spinners Ltd
532699,Royal Orchid Hotels Ltd
532700,Entertainment Network (India) Ltd
532701,Cella Space Ltd
532702,Gujarat State Petronet Ltd
532705,Jagran Prakashan Ltd
532707,Dynemic Products Ltd
532708,GVK Power & Infrastructure Ltd
532710,Sadbhav Engineering Ltd
532713,Sakuma Exports Ltd
532714,KEC International Ltd
