BSE Code,Company Name
512064,Vishvprabha Ventures Ltd
512065,Mrugesh Trading Ltd
512068,Deccan Gold Mines Ltd
512070,UPL Ltd
512091,Nibe Ordnance and Maritime Ltd
512093,Cranes Software International Ltd
512097,Saianand Commercial Ltd
512099,Eyantra Ventures Ltd
512101,Triochem Products Ltd
512103,Nidhi Granites Ltd
512115,Rose Merc Ltd
512117,Twin Roses Trades & Agencies Ltd
512131,Signet Industries Ltd
512147,Kajal Synthetics & Silk Mills Ltd
512149,Avance Technologies Ltd
512153,M Lakhamsi Industries Ltd
512157,Terraform Realstate Ltd
512161,Securekloud Technologies Ltd
512165,Abans Enterprises Ltd
512175,Vama Industries Ltd
512179,Sunteck Realty Ltd
512195,Bentley Commercial Enterprises Ltd
512197,Silveroak Commercials Ltd
512213,Classic Electricals Ltd
512217,Prism Medico and Pharmacy Ltd
512221,SPV Global Trading Ltd
512229,Veritas (India) Ltd
512237,Jai Corp Ltd
512245,Nivi Trading Ltd
512247,Ashirwad Capital Ltd
512257,Swasti Vinayaka Art And Heritage Corporation Ltd
512261,Bajaj Global Ltd
512265,Avon Mercantile Ltd
512267,Media Matrix Worldwide Ltd
512271,Tashi India Ltd
512277,Autoriders International Ltd
512291,Speedage Commercials Ltd
512296,Bhagyanagar India Ltd
512297,Shantai Industries Ltd
512301,Chambal Breweries & Distilleries Ltd
512303,Mansoon Trading Company Ltd
512329,SG Mart Ltd
512341,CES Ltd
512344,Aravali Securities & Finance Ltd
512345,Yash Trading & Finance Ltd
512361,Cupid Breweries And Distilleries Ltd
512367,Sheraton Properties & Finance Ltd
512377,Magnanimous Trade & finance Ltd
512379,Cressanda Railway Solutions Ltd
512381,Starteck Finance Ltd
512393,Shardul Securities Ltd
512399,Sera Investments & Finance India Ltd
512404,Bengal Steel Industries Ltd
512408,Uniworth Securities Ltd
512415,Mercury Trade Links Ltd
512425,Nirav Commercials Ltd
512431,White Hall Commercial Company Ltd
512433,Asutosh Enterprise Ltd
512437,Apollo Finvest India Ltd
512441,Enbee Trade & Finance Ltd
512443,Ganon Products Ltd
512445,Devinsu Trading Ltd
512453,Shri Jagdamba Polymers Ltd
512455,Lloyds Metals and Energy Ltd
512461,Punctual Trading Ltd
512463,Lloyds Enterprises Ltd
512477,Betex India Ltd
512479,Virya Resources Ltd
512485,Dhanlaxmi Cotex Ltd
512489,Oasis Securities Ltd
512493,Garnet International Ltd
512499,Shalimar Productions Ltd
512505,Meenakshi Steel Industries Ltd
512511,Varun Mercantile Ltd
512517,Vinayak Vanijya Ltd
512519,Donear Industries Ltd
512527,Super Sales India Ltd
512529,Sequent Scientific Ltd
512531,State Trading Corporation of India Ltd
512553,Zenith Exports Ltd
512559,Kohinoor Foods Ltd
512565,Neelkanth Ltd
512573,Avanti Feeds Ltd
512587,Zodiac-JRD-MKJ Ltd
512589,Sita Enterprises Ltd
512591,Pulsar International Ltd
512595,Manbro Industries Ltd
512597,Keynote Financial Services Ltd
512599,Adani Enterprises Ltd
512600,Astal Laboratories Ltd
512608,Bhandari Hosiery Exports Ltd
512618,RLF Ltd
512624,Regent Enterprises Ltd
512626,Orbit Exports Ltd
512634,Savera Industries Ltd
513005,Chrome Silicon Ltd
513012,Jeet Machine Tools Ltd
513023,Nava Ltd
513039,Hindusthan Udyog Ltd
513043,Remi Edelstahl Tubulars Ltd
513059,GS Auto International Ltd
513063,Trans Freight Containers Ltd
513097,Shivalik Bimetal Controls Ltd
513108,Gandhi Special Tubes Ltd
513117,Amforge Industries Ltd
513119,Onix Solar Energy Ltd
513121,Oricon Enterprises Ltd
513149,Acrow India Ltd
513173,Steel Strips Infrastructures Ltd
513228,Pennar Industries Ltd
513250,Jyoti Structures Ltd
513252,Jay Ushin Ltd
513262,Steel Strips Wheels Ltd
513269,Man Industries (India) Ltd
513295,Imec Services Ltd
513303,Modern Steels Ltd
513309,Golkonda Aluminium Extrusions Ltd
513337,Gujarat Toolroom Ltd
513349,Ajmera Realty & Infra India Ltd
513353,Cochin Minerals & Rutiles Ltd
513361,India Steel Works Ltd
513369,Krishanveer Forge Ltd
513375,Carborundum Universal Ltd
513377,MMTC Ltd
513397,Vallabh Steels Ltd
513401,Ashiana Ispat Ltd
513403,P.M. Telelinnks Ltd
513418,Smiths & Founders (India) Ltd
513422,Bloom Industries Ltd
513430,Maitri Enterprises Ltd
513436,Shah Alloys Ltd
513452,Elango Industries Ltd
513456,Kanishk Steel Industries Ltd
513460,Mahalaxmi Seamless Ltd
513472,Simplex Castings Ltd
513488,Shree Steel Wire Ropes Ltd
513496,Sizemasters Technology Ltd
513498,Southern Magnesium & Chemicals Ltd
513502,Baroda Extrusion Ltd
513507,Gujarat Containers Ltd
513509,Kalyani Forge Ltd
513511,Panchmahal Steel Ltd
513513,Aditya Ispat Ltd
513517,Steelcast Ltd
513519,Pitti Engineering Ltd
513528,Glittek Granites Ltd
513532,Pradeep Metals Ltd
513536,Gujarat Natural Resources Ltd
513540,Tamilnadu Steel Tubes Ltd
513544,Mardia Samyoung Capillary Tubes Company Ltd
513548,Sharda Ispat Ltd
513554,Mahamaya Steel Industries Ltd
513566,Nova Iron & Steel Ltd
513575,Sterling Powergensys Ltd
513599,Hindustan Copper Ltd
513629,Tulsyan NEC Ltd
513642,Axel Polymers Ltd
513683,NLC India Ltd
513687,Spectra Industries Ltd
513693,KIC Metaliks Ltd
513699,Solid Stone Company Ltd
513709,Shilp Gravures Ltd
513713,White Organic Agro Ltd
513721,MFS Intercorp Ltd
513729,Aro Granite Industries Ltd
514010,Rudra Ecovation Ltd
514028,Rajkamal Synthetics Ltd
514030,Deepak Spinners Ltd
514036,Loyal Textile Mills Ltd
514043,Himatsingka Seide Ltd
514045,BSL Ltd
514060,Markobenz Ventures Ltd
514087,PBM Polytex Ltd
514128,Konark Synthetic Ltd
514138,Suryalata Spinning Mills Ltd
514140,Suryavanshi Spinning Mills Ltd
514142,T T Ltd
514162,Welspun Living Ltd
514165,Indian Acrylics Ltd
514167,Ganesha Ecosphere Ltd
514171,Ceeta Industries Ltd
514175,Vardhman Polytex Ltd
514177,Rishab Special Yarns Ltd
514183,Black Rose Industries Ltd
514197,S & T Corporation Ltd
514211,Sumeet Industries Ltd
514223,Ramgopal Polytex Ltd
514234,Sangam India Ltd
514236,TTL Enterprises Ltd
514238,Mkventures Capital Ltd
514240,Kush Industries Ltd
514248,Sreechem Resins Ltd
514260,Surbhi Industries Ltd
514264,Seasons Textiles Ltd
514266,Zenith Fibres Ltd
514272,Bhilwara Spinners Ltd
514274,Aarvee Denims & Exports Ltd
514280,Sanrhea Technical Textiles Ltd
514286,Ashima Ltd
514300,Pioneer Embroideries Ltd
514302,Vippy Spinpro Ltd
514312,Jaihind Synthetics Ltd
514316,Raghuvir Synthetics Ltd
514318,Jattashankar Industries Ltd
514322,Kamadgiri Fashion Ltd
514324,Omnitex Industries India Ltd
514326,Patspin India Ltd
514330,One Global Service Provider Ltd
514332,Neo Infracon Ltd
514336,Genesis Ibrc India Ltd
514348,Winsome Yarns Ltd
514354,Premier Polyfilm Ltd
514358,Everlon Financials Ltd
514360,K&R Rail Engineering Ltd
514378,Yarn Syndicate Ltd
514386,Gujarat Cotex Ltd
514402,Eco Hotels And Resorts Ltd
514412,Sarup Industries Ltd
514414,Oxford Industries Ltd
514418,Mangalam Organics Ltd
514428,Hindustan Adhesives Ltd
514440,Blue Pearl Agriventures Ltd
514442,Sri KPR Industries Ltd
514446,LS Industries Ltd
514448,Jyoti Resins & Adhesives Ltd
514450,Mahalaxmi Rubtech Ltd
514454,Southern Latex Ltd
514460,Oswal Yarns Ltd
514470,Winsome Textile Industries Ltd
515008,Modern Insulators Ltd
515018,Regency Ceramics Ltd
515030,Asahi India Glass Ltd
515037,Murudeshwar Ceramics Ltd
515043,Saint Gobain Sekurit India Ltd
515055,Anant Raj Ltd
515059,Madhusudan Industries Ltd
515085,Restile Ceramics Ltd
515093,Madhav Marbles & Granites Ltd
515127,Ramasigns Industries Ltd
515147,Haldyn Glass Ltd
516003,Duroply Industries Ltd
516016,Shreyans Industries Ltd
516020,Agio Paper & Industries Ltd
516022,Star Paper Mills Ltd
516030,Pakka Ltd
516032,Tahmar Enterprises Ltd
516062,National Plywood Industries Ltd
516064,Arrow Greentech Ltd
516072,Vishnu Chemicals Ltd
516078,Jumbo Bag Ltd
516082,NR Agarwal Industries Ltd
516092,3P Land Holdings Ltd
516096,Sangal Papers Ltd
516098,Ventura Textiles Ltd
516106,Shree Karthik Papers Ltd
516108,South India Paper Mills Ltd
516110,Family Care Hospitals Ltd
517015,Vindhya Telelinks Ltd
517035,RIR Power Electronics Ltd
517041,Ador Welding Ltd
517044,International Data Management Ltd
517059,Salzer Electronics Ltd
517063,Jetking Infotrain Ltd
517077,Ind Agiv Commerce Ltd
517096,Aplab Ltd
517119,PCS Technology Ltd
517146,Usha Martin Ltd
517166,SPEL Semiconductor Ltd
517168,Subros Ltd
517170,Edvenswa Enterprises Ltd
517172,Pervasive Commodities Ltd
517174,Honeywell Automation India Ltd
517201,Switching Technologies Gunther Ltd
517206,Lumax Industries Ltd
517214,Digispice Technologies Ltd
517236,Calcom Vision Ltd
517238,Dynavision Ltd
517246,BCC Fuba India Ltd
517258,Precision Electronics Ltd
517264,Fine Line Circuits Ltd
517271,HBL Engineering Ltd
517273,S&S Power Switchgear Ltd
517288,Gujarat Poly Electronics Ltd
517300,Gujarat Industries Power Company Ltd
517334,Samvardhana Motherson International Ltd
517344,Mindteck (India) Ltd
517354,Havells India Ltd
517356,ACI Infocom Ltd
517360,SBEC Systems India Ltd
517370,Incap Ltd
517372,Gujarat Intrux Ltd
517380,Igarashi Motors India Ltd
517385,Symphony Ltd
517393,Vintron Informatics Ltd
517397,Pan Electronics India Ltd
517399,VXL Instruments Ltd
517411,Shyam Telecom Ltd
517415,Lee & Nee Softwares Exports Ltd
517417,Patels Airtemp India Ltd
517421,Butterfly Gandhimathi Appliances Ltd
517423,Integra Switchgear Ltd
517429,Athena Global Technologies Ltd
517431,Narmada Macplast Drip Irrigation Systems Ltd
517437,Dutron Polymers Ltd
517447,R.S. Software (India) Ltd
517449,Magna Electro Castings Ltd
517467,Marsons Ltd
517477,Elnet Technologies Ltd
517494,Accel Ltd
517498,Websol Energy System Ltd
517500,Roto Pumps Ltd
517506,TTK Prestige Ltd
517514,D & H India Ltd
517522,Rajratan Global Wire Ltd
517530,Surana Telecom and Power Ltd
517536,Onward Technologies Ltd
517544,Centum Electronics Ltd
517546,Alfa Transformers Ltd
517554,NHC Foods Ltd
517556,PVP Ventures Ltd
517562,Trigyn Technologies Ltd
517569,KEI Industries Ltd
518011,Keerthi Industries Ltd
518053,Sri Chakra Cement Ltd
518075,Suraj Products Ltd
518091,Anjani Portland Cement Ltd
519003,Modi Naturals Ltd
519014,Prashant India Ltd
519064,Khandelwal Extractions Ltd
519091,Tasty Bite Eatables Ltd
519097,Ritesh International Ltd
519105,AVT Natural Products Ltd
519126,Hindustan Foods Ltd
519136,Nahar Industrial Enterprises Ltd
519152,Vadilal Enterprises Ltd
519156,Vadilal Industries Ltd
519174,Ashiana Agro Industries Ltd
519183,Adf Foods Ltd
519191,Retro Green Revolution Ltd
519214,Williamson Financial Services Ltd
519216,Ajanta Soya Ltd
519224,Williamson Magor & Company Ltd
519230,Kisaan Parivar Industries Ltd
519234,Superior Industrial Enterprises Ltd
519238,Saptarishi Agro Industries Ltd
519260,Sanwaria Consumer Ltd
519262,Prima Agro Ltd
519279,Madhur Industries Ltd
519285,Tarai Foods Ltd
519287,Modern Dairies Ltd
519295,Bambino Agro Industries Ltd
519299,Prime Industries Ltd
519307,Vikas WSP Ltd
519331,VSF Projects Ltd
519353,Bansisons Tea Industries Ltd
519359,Poona Dal & Oil Industries Ltd
519367,Transglobe Foods Ltd
519383,Anik Industries Ltd
519397,Sharat Industries Ltd
519413,Datiware Maritime Infra Ltd
519415,KMG Milk Food Ltd
519421,KSE Ltd
519455,Narbada Gems and Jewellery Ltd
519457,Virat Crane Industries Ltd
519463,IB Infotech Enterprises Ltd
519471,Ambar Protein Industries Ltd
519475,Chordia Food Products Ltd
519477,CIAN Agro Industries & Infrastructure Ltd
519479,Omega Ag-Seeds Punjab Ltd
519483,TAI Industries Ltd
519494,NK Industries Ltd
519500,BKV Industries Ltd
519506,NCC Bluewater Products Ltd
519528,Norben Tea & Exports Ltd
519532,Asian Tea & Exports Ltd
519552,Heritage Foods Ltd
519566,Simran Farms Ltd
519574,Hindustan Agrigenetics Ltd
519600,CCL Products (India) Ltd
519602,Kellton Tech Solutions Ltd
519604,Suryo Foods & Industries Ltd
519606,Integrated Proteins Ltd
519612,Lake Shore Realty Ltd
520008,Rico Auto Industries Ltd
520021,Omax Autos Ltd
520043,Munjal Showa Ltd
520051,Jamna Auto Industries Ltd
520056,TVS Holdings Ltd
520057,Jtekt India Ltd
520059,Munjal Auto Industries Ltd
520066,Jay Bharat Maruti Ltd
520073,RACL Geartech Ltd
520075,Samkrg Pistons & Rings Ltd
520081,Eastcoast Steel Ltd
520086,Sical Logistics Ltd
520111,Ratnamani Metals & Tubes Ltd
520113,Vesuvius India Ltd
520119,Automotive Stampings and Assemblies Ltd
520121,Arcee Industries Ltd
520123,ABC India Ltd
520127,Balurghat Technologies Ltd
520131,Coastal Roadways Ltd
520141,Sibar Auto Parts Ltd
520151,Transworld Shipping Lines Ltd
520155,Starlog Enterprises Ltd
521003,Shiva Suitings Ltd
521005,Titan Intech Ltd
521014,Eurotex Industries and Exports Ltd
521016,Indo Count Industries Ltd
521018,Maral Overseas Ltd
521034,Soma Textiles & Industries Ltd
521048,Advance Lifestyles Ltd
521054,Kakatiya Textiles Ltd
521062,Perfect-Octave Media Projects Ltd
521064,Trident Ltd
521068,Hisar Spinning Mills Ltd
521070,Alok Industries Ltd
521080,Pasari Spinning Mills Ltd
521097,Amarjothi Spinning Mills Ltd
521105,Olympia Industries Ltd
521109,Nagreeka Exports Ltd
521113,Suditi Industries Ltd
521131,Shree Bhavya Fabrics Ltd
521133,Gem Spinners India Ltd
521137,Eureka Industries Ltd
521141,Aditya Spinners Ltd
521149,Prime Urban Development India Ltd
521151,Dhanlaxmi Fabrics Ltd
521161,Sri Lakshmi Saraswathi Textiles Arni Ltd
521163,Zodiac Clothing Company Ltd
521178,Sri Ramakrishna Mills Coimbatore Ltd
521180,Super Spinning Mills Ltd
521194,SIL Investments Ltd
521200,Suryalakshmi Cotton Mills Ltd
521206,Samtex Fashions Ltd
521210,Cityman Ltd
521216,Dhanalaxmi Roto Spinners Ltd
521220,Damodar Industries Ltd
521222,Sanblue Corporation Ltd
521226,Uniroyal Industries Ltd
521228,Tatia Global Vennture Ltd
521232,Sunil Industries Ltd
521234,Sri Nachammai Cotton Mills Ltd
521238,Bharat Global Developers Ltd
521240,Sambandam Spinning Mills Ltd
521244,MKP Mobility Ltd
521246,Paras Petrofils Ltd
521248,Kitex Garments Ltd
522001,Cranex Ltd
522004,Batliboi Ltd
522005,Austin Engineering Company Ltd
522014,United Drilling Tools Ltd
522017,Fluidomat Ltd
522027,EMA India Ltd
522029,Windsor Machines Ltd
522034,Shanthi Gears Ltd
522036,Miven Machine Tools Ltd
522064,Honda India Power Products Ltd
522073,The Hi-Tech Gears Ltd
522074,Elgi Equipments Ltd
522091,United Van Der Horst Ltd
522101,Kilburn Engineering Ltd
522105,Birla Precision Technologies Ltd
522108,Yuken India Ltd
522113,Timken India Ltd
522122,Voith Paper Fabrics India Ltd
522134,Artson Ltd
522152,Solitaire Machine Tools Ltd
522163,Diamond Power Infrastructure Ltd
522165,Indsil Hydro Power and Manganese Ltd
522183,ITL Industries Ltd
522195,Frontier Springs Ltd
522205,Praj Industries Ltd
522207,Rasandik Engineering Industries India Ltd
522209,Yogi Sungwon (India) Ltd
522215,HLE Glascoat Ltd
522217,Gujarat Apollo Industries Ltd
522229,Taneja Aerospace & Aviation Ltd
522231,Conart Engineers Ltd
522235,Minal Industries Ltd
522237,Shivagrico Implements Ltd
522241,MM Forgings Ltd
522245,Iykot Hitech Toolroom Ltd
522249,Mayur Uniquoters Ltd
522251,Cenlub Industries Ltd
522257,Rajoo Engineers Ltd
522261,Dolphin Offshore Enterprises (India) Ltd
522267,Veejay Lakshmi Engineering Works Ltd
522273,Ahmedabad Steelcraft Ltd
522275,GE Vernova T&D India Ltd
522281,Ram Ratna Wires Ltd
522285,Jayaswal Neco Industries Ltd
522287,Kalpataru Projects International Ltd
522289,NMS Resources Global Ltd
522292,Candour Techtex Ltd
522294,T & I Global Ltd
522295,Control Print Ltd
522650,Bemco Hydraulics Ltd
523007,Ansal Buildwell Ltd
523011,Weizmann Ltd
523019,BN Rathi Securities Ltd
523021,Rishi Techtex Ltd
523023,Sinclairs Hotels Ltd
523025,Safari Industries India Ltd
523031,A D S Diagnostics Ltd
523054,Binayak Tex Processors Ltd
523062,JJ Finance Corporation Ltd
523100,Cosmo Ferrites Ltd
523105,Cropster Agro Ltd
523113,Futuristic Securities Ltd
523116,Sanco Trans Ltd
523120,Ador Multiproducts Ltd
523127,EIH Associated Hotels Ltd
523144,Medi Caps Ltd
523151,OTCO International Ltd
523160,Morganite Crucible India Ltd
523186,B&A Packaging India Ltd
523204,Aban Offshore Ltd
523207,Kokuyo Camlin Ltd
523222,SRM Energy Ltd
523229,Bharat Seats Ltd
523232,Continental Petroleums Ltd
523242,NB Footwear Ltd
523248,Machino Plastics Ltd
523260,PEARL Polymers Ltd
523261,Venkys (India) Ltd
523269,Advani Hotels & Resorts (India) Ltd
523277,GV Films Ltd
523283,Superhouse Ltd
523289,Rama Vision Ltd
523301,TCPL Packaging Ltd
523309,Shri Gang Industries & Allied Products Ltd
523315,Purity Flexpack Ltd
523319,Balmer Lawrie & Company Ltd
523323,Kovai Medical Center & Hospital Ltd
523329,Eldeco Housing & Industries Ltd
523343,Microse India Ltd
523367,DCM Shriram Ltd
523369,DCM Shriram Industries Ltd
523371,Mawana Sugars Ltd
523373,Mini Diamonds India Ltd
523384,Maha Rashtra Apex Corporation Ltd
523385,Nilkamal Ltd
523391,Nahar Polyfilms Ltd
523395,3M India Ltd
523398,Johnson Controls-Hitachi Air Conditioning India Ltd
523405,JM Financial Ltd
523411,ADC India Communications Ltd
523419,Tamilnadu Telecommunications Ltd
523425,Sunraj Diamond Exports Ltd
523445,Reliance Industrial Infrastructure Ltd
523449,Sharp India Ltd
523457,Linde India Ltd
523465,Ind Bank Housing Ltd
523467,Jai Mata Glass Ltd
523475,Lotus Chocolate Company Ltd
523483,Pacific Industries Ltd
523489,Chennai Meenakshi Multispeciality Hospital Ltd
523519,Universal Office Automation Ltd
523537,APM Industries Ltd
523539,Precision Wires India Ltd
523550,Krypton Industries Ltd
523558,Swiss Military Consumer Goods Ltd
523566,Martin Burn Ltd
523574,Future Enterprises Ltd
523586,Indian Toners & Developers Ltd
523594,Kunststoffe Industries Ltd
523598,Shipping Corporation of India Ltd
523606,Sika Interplant Systems Ltd
523610,ITI Ltd
523618,Dredging Corporation of India Ltd
523620,Phaarmasia Ltd
523630,National Fertilizers Ltd
523638,IP Rings Ltd
523642,PI Industries Ltd
523648,Plastiblends India Ltd
523650,Yash Innoventures Ltd
523652,Kkalpana Plastick Ltd
523660,Waterbase Ltd
523672,Flex Foods Ltd
523676,Golkunda Diamonds & Jewellery Ltd
523694,Apcotex Industries Ltd
523696,Fortis Malar Hospitals Ltd
523704,Mastek Ltd
523708,Eimco Elecon (India) Ltd
523710,Sayaji Hotels Ltd
523716,Ashiana Housing Ltd
523722,Svam Software Ltd
523732,Ecoboard Industries Ltd
523736,Dhunseri Ventures Ltd
523752,Trans India House Impex Ltd
523754,Mahindra EPC Irrigation Ltd
523782,Mitshi India Ltd
523790,Shukra Jewellery Ltd
523792,Mazda Ltd
523796,Viceroy Hotels Ltd
523826,Sovereign Diamonds Ltd
523828,Menon Bearings Ltd
523832,Mukat Pipes Ltd
523836,Gujarat Raffia Industries Ltd
523838,Simplex Infrastructures Ltd
523840,Innovative Tech Pack Ltd
523842,Super Tannery Ltd
523844,Constronics Infra Ltd
523850,Axtel Industries Ltd
523862,Pacheli Industrial Finance Ltd
523888,VR Woodart Ltd
523896,Avi Products India Ltd
524000,Poonawalla Fincorp Ltd
524013,Hindustan Fluorocarbons Ltd
524019,Kingfa Science & Technology (India) Ltd
524031,Patidar Buildcon Ltd
524037,Rama Phosphates Ltd
524038,Venlon Enterprises Ltd
524046,Pet Plastics Ltd
524051,Polyplex Corporation Ltd
524055,Panther Industrial Products Ltd
524075,Albert David Ltd
524080,Haryana Leather Chemicals Ltd
524091,Carysil Ltd
524109,Kabra Extrusiontechnik Ltd
524129,Vinyl Chemicals (India) Ltd
524136,Pee Cee Cosma Sope Ltd
524156,TCM Ltd
524164,IOL Chemicals & Pharmaceuticals Ltd
524174,Kesar Petroproducts Ltd
524200,Vinati Organics Ltd
524202,Lactose India Ltd
524204,Teesta Agro Industries Ltd
524208,Aarti Industries Ltd
524210,Pentokey Organy India Ltd
524212,Wanbury Ltd
524218,Resonance Specialties Ltd
524226,Gujarat Ambuja Exports Ltd
524230,Rashtriya Chemicals and Fertilizers Ltd
524238,Gujarat Inject Kerala Ltd
524280,Kopran Ltd
524288,Aimco Pesticides Ltd
524314,Gujarat Terce Laboratories Ltd
524322,Kabra Drugs Ltd
524330,Jayant Agro Organics Ltd
524332,BCL Industries Ltd
524336,Shree Hari Chemicals Export Ltd
524342,Indo Borax & Chemicals Ltd
524348,Aarti Drugs Ltd
524370,Bodal Chemicals Ltd
524372,Orchid Pharma Ltd
524394,Vimta Labs Ltd
524396,Biofil Chemicals & Pharmaceuticals Ltd
524400,Ishita Drugs & Industries Ltd
524404,Marksans Pharma Ltd
524408,Universal Starch Chem Allied Ltd
524412,Aarey Drugs & Pharmaceuticals Ltd
524414,Norris Medicines Ltd
524434,Asian Petroproducts & Exports Ltd
524440,Camex Ltd
524444,Evexia Lifecare Ltd
524458,Indo Euro Indchem Ltd
524470,Syncom Formulations India Ltd
524480,Riddhi Siddhi Gluco Biols Ltd
524488,SVC INDUSTRIES Ltd
524494,Ipca Laboratories Ltd
524500,Kilitch Drugs India Ltd
524502,Raaj Medisafe India Ltd
524504,Revati Organics Ltd
524506,Coral Laboratories Ltd
524514,Tulasee Bio Ethanol Ltd
524518,Krebs Biochemicals & Industries Ltd
524520,KMC Speciality Hospitals (India) Ltd
524522,Laffans Petrochemicals Ltd
524534,Bhaskar Agrochemicals Ltd
524542,Sukhjit Starch & Chemicals Ltd
524548,Sharma East India Hospitals & Medical Research Ltd
524558,Neuland Laboratories Ltd
524564,Gayatri BioOrganics Ltd
524570,Poddar Pigments Ltd
524572,Pharmaids Pharmaceuticals Ltd
524576,Vivid Global Industries Ltd
524580,Priya Ltd
524582,Tirupati Starch & Chemicals Ltd
524590,Hemo Organic Ltd
524592,Jaysynth Orgochem Ltd
524594,Aeonx Digital Technology Ltd
524598,AksharChem India Ltd
524602,Bandaram Pharma Packtech Ltd
524604,Adline Chem Lab Ltd
524606,Beryl Drugs Ltd
524614,IEL Ltd
524622,iStreet Network Ltd
524624,Gagan Gases Ltd
524628,Parker Agrochem Exports Ltd
524632,Shukra Pharmaceuticals Ltd
524634,Alufluoride Ltd
524636,Oxygenta Pharmaceutical Ltd
524640,Archit Organosys Ltd
524642,Sikozy Realtors Ltd
524648,Indo Amines Ltd
524652,Ind-Swift Ltd
524654,Natural Capsules Ltd
524661,Welcure Drugs & Pharmaceuticals Ltd
524663,Bharat Immunologicals & Biologicals Corporation Ltd
524667,Savita Oil Technologies Ltd
524669,Hester Biosciences Ltd
524675,Kabsons Industries Ltd
524687,Basant Agro Tech India Ltd
524703,Sandu Pharmaceuticals Ltd
524709,NACL Industries Ltd
524711,Vista Pharmaceuticals Ltd
524715,Sun Pharmaceutical Industries Ltd
524717,Titan Biotech Ltd
524723,Bijoy Hans Ltd
524727,Span Divergent Ltd
524731,Jenburkt Pharmaceuticals Ltd
524735,Hikal Ltd
524742,Caplin Point Laboratories Ltd
524743,Fischer Medical Ventures Ltd
524748,Link Pharma Chem Ltd
524752,Decipher Labs Ltd
524768,Emmessar Biotech & Nutrition Ltd
524774,NGL Fine Chem Ltd
524790,Everest Organics Ltd
524804,Aurobindo Pharma Ltd
524808,Phyto Chem India Ltd
524816,Natco Pharma Ltd
524818,Dynamic Industries Ltd
524820,Panama Petrochem Ltd
524824,Bal Pharma Ltd
524828,BDH Industries Ltd
526001,Jauss Polymers Ltd
526025,Globus Constructors & Developers Ltd
526027,Cubex Tubings Ltd
526043,Polymechplast Machines Ltd
526071,Stellant Securities (India) Ltd
526073,Galaxy Bearings Ltd
526081,SC Agrotech Ltd
526095,Ravileela Granites Ltd
526113,Uniroyal Marine Exports Ltd
526115,Karan Woo Sin Ltd
526117,Shervani Industrial Syndicate Ltd
526125,BN Holdings Ltd
526133,Supertex Industries Ltd
526137,Shetron Ltd
526139,Transgene Biotek Ltd
526143,Mpl Plastics Ltd
526159,Nikhil Adhesives Ltd
526161,Spenta International Ltd
526169,Multibase India Ltd
526173,Andrew Yule & Company Ltd
526179,Ludlow Jute & Specialities Ltd
526187,Ashram Online.Com Ltd
526193,Royal Cushion Vinyl Products Ltd
526211,Suraj Industries Ltd
526217,Hitech Corporation Ltd
526225,Bloom Dekor Ltd
526227,Filatex India Ltd
526231,Standard Surfactants Ltd
526237,Morgan Ventures Ltd
526241,Amrapali Industries Ltd
526247,Premier Explosives Ltd
526251,Mid East Portfolio Management Ltd
526263,Mold-Tek Technologies Ltd
526269,Crestchem Ltd
526299,Mphasis Ltd
526301,Medinova Diagnostic Services Ltd
526315,Divyashakti Ltd
526325,Orient Press Ltd
526335,Shreyas Intermediates Ltd
526345,Panjon Ltd
526349,Nirbhay Colours India Ltd
526355,Duro Pack Ltd
526365,Swarnsarita Jewels India Ltd
526367,Ganesh Housing Corporation Ltd
526371,NMDC Ltd
526373,Cindrella Hotels Ltd
526381,Patel Integrated Logistics Ltd
526397,Alphageo (India) Ltd
526407,Hampton Sky Realty Ltd
526409,Kkalpana Industries (India) Ltd
526415,OK Play India Ltd
526423,Kriti Industries India Ltd
526431,Welterman International Ltd
526433,ASM Technologies Ltd
526435,Perfectpac Ltd
526439,Ambitious Plastomac Company Ltd
526441,Vision Cinemas Ltd
526443,Artificial Electronics Intelligent Material Ltd
526445,Indrayani Biotech Ltd
526468,Euro Leder Fashion Ltd
526471,Winsome Breweries Ltd
526473,Elegant Floriculture & Agrotech India Ltd
526477,South Asian Enterprises Ltd
526479,Sky Industries Ltd
526481,Phoenix International Ltd
526488,Bhudevi Infra Projects Ltd
526490,Pratik Panels Ltd
526492,Rishiroop Ltd
526494,Promact Impex Ltd
526500,Sterling Green Woods Ltd
526506,Systematix Corporate Services Ltd
526508,Shahi Shipping Ltd
526519,Alpine Housing Development Corporation Ltd
526521,Sanghi Industries Ltd
526525,Worldwide Aluminium Ltd
526530,IIRM Holdings India Ltd
526532,Square Four Projects India Ltd
526544,SGL Resources Ltd
526546,Choksi Laboratories Ltd
526550,Country Club Hospitality & Holidays Ltd
526554,Salguti Industries Ltd
526570,Midwest Gold Ltd
526574,Enterprise International Ltd
526582,TPL Plastech Ltd
526586,Wim Plast Ltd
526588,Photoquip India Ltd
526596,Liberty Shoes Ltd
526604,Lippi Systems Ltd
526608,Electrotherm (India) Ltd
526612,Blue Dart Express Ltd
526614,Expo Gas Containers Ltd
526616,National Plastic Industries Ltd
526622,MFL India Ltd
526628,Ajwa Fun World & Resort Ltd
526638,Texel Industries Ltd
526640,Royale Manor Hotels & Industries Ltd
526642,Mirza International Ltd
526650,Tourism Finance Corporation of India Ltd
526654,Thakkers Developers Ltd
526662,Rajdarshan Industries Ltd
